2026-06-09 00:07:02 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:07:13 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:07:13 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:07:13 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:07:15 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:07:15 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:06 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:27 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:28 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:28 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:30 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:39 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-09 00:09:39 | INFO     | __main__:main:176 | LocalMind Agent 启动中...
2026-06-09 00:09:42 | INFO     | __main__:check_ollama:51 | Ollama 运行中，15 个模型
2026-06-09 00:09:42 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-09 00:09:42 | INFO     | __main__:init_data:103 | 数据目录就绪，7 个模式
2026-06-09 00:09:42 | INFO     | __main__:check_models:108 | 检查 AI 模型
2026-06-09 00:09:44 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-09 00:09:44 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-09 00:09:44 | INFO     | __main__:check_models:129 | 胸片模型就绪: tools/xray/xray_models/best_classifier.pth (94.0 MB)
2026-06-09 00:09:44 | INFO     | __main__:start_server:164 | 启动服务: 0.0.0.0:8765
2026-06-09 00:09:44 | INFO     | __main__:start_server:165 | 鉴权状态: 🔓 未启用
2026-06-09 00:09:48 | INFO     | tools.rag.evaluator:__init__:14 | RAG 评估器初始化完成
2026-06-09 00:09:48 | INFO     | tools.rag.engine:__init__:43 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-09 00:09:48 | INFO     | agent.core:_apply_mode_tools:99 | 模式 [normal] 启用工具: ['vision_describe', 'xray_diagnose', 'rag_search', 'web_search', 'execute_code', 'calculate', 'read_file', 'write_file', 'list_files', 'get_current_time', 'remember', 'recall', 'send_email']
2026-06-09 00:09:48 | INFO     | agent.core:__init__:57 | LocalMindAgent 初始化完成, 模式: normal, 模型: qwen2.5:3b-instruct
2026-06-09 00:09:48 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.01s)
2026-06-09 00:09:51 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:09:51 | INFO     | server.app:log_requests:49 | GET /chat/history → 200 (0.00s)
2026-06-09 00:09:51 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:09:55 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:09:55 | INFO     | server.routes.chat:chat:36 | 📥 收到请求: message=Python 怎么学？, model=fast, conv_id=c489df54-49c0-46ed-8654-af91bd53101d
2026-06-09 00:09:55 | INFO     | server.routes.chat:chat:45 | 🔄 切换模型: qwen2.5:3b-instruct → qwen2.5:3b-instruct (key=fast)
2026-06-09 00:09:55 | INFO     | server.app:log_requests:49 | POST /chat → 200 (0.01s)
2026-06-09 00:10:00 | INFO     | agent.core:_generate_title:665 | 标题: Python 学习指南
2026-06-09 00:10:03 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:04 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:06 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:07 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:07 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:07 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:08 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:08 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:09 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:09 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:09 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/2005cac3-cffe-4761-a887-1a115a52ea0e → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/2005cac3-cffe-4761-a887-1a115a52ea0e → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/1f187ca7-8cac-4ca0-b284-cc5591690282 → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/1f187ca7-8cac-4ca0-b284-cc5591690282 → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/a250e474-c4df-4e70-96e6-c488997fdf4e → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/a250e474-c4df-4e70-96e6-c488997fdf4e → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:11 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/11e8de4a-dc82-4468-b86a-0ff5b94174a5 → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/11e8de4a-dc82-4468-b86a-0ff5b94174a5 → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/c485cd7d-bf7b-495e-9e68-1a028ed1bd00 → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/c485cd7d-bf7b-495e-9e68-1a028ed1bd00 → 200 (0.00s)
2026-06-09 00:10:12 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:13 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/c489df54-49c0-46ed-8654-af91bd53101d → 200 (0.00s)
2026-06-09 00:10:13 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/c489df54-49c0-46ed-8654-af91bd53101d → 200 (0.00s)
2026-06-09 00:10:13 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:15 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:15 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:16 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:17 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:19 | INFO     | server.routes.chat:chat:36 | 📥 收到请求: message=Python 怎么学？, model=fast, conv_id=4d9e0c7a-c973-40f4-bb40-0385ce6a82de
2026-06-09 00:10:19 | INFO     | server.routes.chat:chat:45 | 🔄 切换模型: qwen2.5:3b-instruct → qwen2.5:3b-instruct (key=fast)
2026-06-09 00:10:19 | INFO     | server.app:log_requests:49 | POST /chat → 200 (0.01s)
2026-06-09 00:10:23 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:25 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:26 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:26 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:26 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:27 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:27 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:27 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:28 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:28 | INFO     | server.app:log_requests:49 | GET /chat/history → 200 (0.00s)
2026-06-09 00:10:28 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/1b558d15-ce7b-46c7-974f-152deef06a4e → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/1b558d15-ce7b-46c7-974f-152deef06a4e → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/b7105712-e55f-415e-8d34-8594d43efd24 → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/b7105712-e55f-415e-8d34-8594d43efd24 → 200 (0.00s)
2026-06-09 00:10:29 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/bb90fd56-a4cf-4693-8f90-ba3bf0f538ee → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/bb90fd56-a4cf-4693-8f90-ba3bf0f538ee → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/e90356ee-58bc-4b9a-bff8-d0249ff90010 → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/e90356ee-58bc-4b9a-bff8-d0249ff90010 → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:30 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/ec704c67-35cc-40df-a1db-f003d815fd56 → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/ec704c67-35cc-40df-a1db-f003d815fd56 → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/cb9ba6cb-3828-48ab-ba6f-f258093d1223 → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/cb9ba6cb-3828-48ab-ba6f-f258093d1223 → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:10:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:10:32 | INFO     | server.app:log_requests:49 | OPTIONS /chat/conversations/4d9e0c7a-c973-40f4-bb40-0385ce6a82de → 200 (0.00s)
2026-06-09 00:10:32 | INFO     | server.app:log_requests:49 | DELETE /chat/conversations/4d9e0c7a-c973-40f4-bb40-0385ce6a82de → 200 (0.00s)
2026-06-09 00:10:32 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:14:15 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-09 00:14:15 | INFO     | __main__:main:176 | LocalMind Agent 启动中...
2026-06-09 00:14:17 | INFO     | __main__:check_ollama:51 | Ollama 运行中，15 个模型
2026-06-09 00:14:17 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-09 00:14:17 | INFO     | __main__:init_data:103 | 数据目录就绪，7 个模式
2026-06-09 00:14:17 | INFO     | __main__:check_models:108 | 检查 AI 模型
2026-06-09 00:14:19 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-09 00:14:19 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-09 00:14:19 | INFO     | __main__:check_models:129 | 胸片模型就绪: tools/xray/xray_models/best_classifier.pth (94.0 MB)
2026-06-09 00:14:19 | INFO     | __main__:start_server:164 | 启动服务: 0.0.0.0:8765
2026-06-09 00:14:19 | INFO     | __main__:start_server:165 | 鉴权状态: 🔓 未启用
2026-06-09 00:14:23 | INFO     | tools.rag.evaluator:__init__:14 | RAG 评估器初始化完成
2026-06-09 00:14:23 | INFO     | tools.rag.engine:__init__:43 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-09 00:14:23 | INFO     | agent.core:_apply_mode_tools:99 | 模式 [normal] 启用工具: ['vision_describe', 'xray_diagnose', 'rag_search', 'web_search', 'execute_code', 'calculate', 'read_file', 'write_file', 'list_files', 'get_current_time', 'remember', 'recall', 'send_email']
2026-06-09 00:14:23 | INFO     | agent.core:__init__:57 | LocalMindAgent 初始化完成, 模式: normal, 模型: qwen2.5:3b-instruct
2026-06-09 00:14:23 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.01s)
2026-06-09 00:14:23 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:24 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:25 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:25 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:34 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:35 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:38 | INFO     | server.routes.chat:chat:35 | 📥 收到请求: message=Python 怎么学？, model=fast, conv_id=eb21c258-1e61-4fbb-98c0-e50e4878014c
2026-06-09 00:14:38 | INFO     | server.routes.chat:chat:44 | 🔄 切换模型: qwen2.5:3b-instruct → qwen2.5:3b-instruct (key=fast)
2026-06-09 00:14:38 | INFO     | server.app:log_requests:49 | POST /chat → 200 (0.01s)
2026-06-09 00:14:39 | INFO     | agent.core:_generate_title:665 | 标题: Python 学习指南
2026-06-09 00:14:43 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:14:49 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:52 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:52 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:53 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:53 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:14:53 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:14:54 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:55 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:14:55 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:14:55 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:56 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:14:56 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:14:57 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:14:57 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:14:57 | INFO     | server.app:log_requests:49 | GET /chat/history → 200 (0.00s)
2026-06-09 00:14:57 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:20:49 | INFO     | __main__:setup_logging:27 | 日志系统初始化完成
2026-06-09 00:20:49 | INFO     | __main__:main:176 | LocalMind Agent 启动中...
2026-06-09 00:20:51 | INFO     | __main__:check_ollama:51 | Ollama 运行中，15 个模型
2026-06-09 00:20:51 | INFO     | __main__:init_data:87 | 初始化数据目录
2026-06-09 00:20:51 | INFO     | __main__:init_data:103 | 数据目录就绪，7 个模式
2026-06-09 00:20:51 | INFO     | __main__:check_models:108 | 检查 AI 模型
2026-06-09 00:20:53 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:3b-instruct
2026-06-09 00:20:53 | INFO     | __main__:check_models:116 | Ollama 模型就绪: qwen2.5:7b-instruct
2026-06-09 00:20:53 | INFO     | __main__:check_models:129 | 胸片模型就绪: tools/xray/xray_models/best_classifier.pth (94.0 MB)
2026-06-09 00:20:53 | INFO     | __main__:start_server:164 | 启动服务: 0.0.0.0:8765
2026-06-09 00:20:53 | INFO     | __main__:start_server:165 | 鉴权状态: 🔓 未启用
2026-06-09 00:21:00 | INFO     | tools.rag.evaluator:__init__:14 | RAG 评估器初始化完成
2026-06-09 00:21:00 | INFO     | tools.rag.engine:__init__:43 | RAG 引擎初始化完成: embed=bge-m3, chunk=500
2026-06-09 00:21:00 | INFO     | agent.core:_apply_mode_tools:99 | 模式 [normal] 启用工具: ['vision_describe', 'xray_diagnose', 'rag_search', 'web_search', 'execute_code', 'calculate', 'read_file', 'write_file', 'list_files', 'get_current_time', 'remember', 'recall', 'send_email']
2026-06-09 00:21:00 | INFO     | agent.core:__init__:57 | LocalMindAgent 初始化完成, 模式: normal, 模型: qwen2.5:3b-instruct
2026-06-09 00:21:00 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.01s)
2026-06-09 00:21:01 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:05 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:05 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:13 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:13 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:14 | INFO     | server.routes.chat:chat:35 | 📥 收到请求: message=Python 怎么学？, model=fast, conv_id=20e27e6a-2bd5-46b7-a671-b8c99abdb747
2026-06-09 00:21:14 | INFO     | server.routes.chat:chat:44 | 🔄 切换模型: qwen2.5:3b-instruct → qwen2.5:3b-instruct (key=fast)
2026-06-09 00:21:14 | INFO     | server.app:log_requests:49 | POST /chat → 200 (0.01s)
2026-06-09 00:21:17 | INFO     | agent.core:_generate_title:665 | 标题: Python 学习指南
2026-06-09 00:21:20 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:23 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:23 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:25 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:21:25 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:26 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:26 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:27 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:21:27 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:28 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.01s)
2026-06-09 00:21:28 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:28 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:21:28 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:29 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:29 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:30 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:21:30 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:31 | INFO     | server.app:log_requests:49 | POST /chat/conversations/new → 200 (0.00s)
2026-06-09 00:21:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
2026-06-09 00:21:31 | INFO     | server.app:log_requests:49 | POST /chat/conversations/switch → 200 (0.00s)
2026-06-09 00:21:31 | INFO     | server.app:log_requests:49 | GET /chat/conversations → 200 (0.00s)
